"plot","species","abundance_relative"
"plot 16","avst",0.0870547581073897
"plot 16","brst",0.239234449760766
"plot 16","coar",0.228601807549176
"plot 16","gemo",0.00199362041467305
"plot 16","libi",0.00956937799043062
"plot 16","mear",0.00332270069112174
"plot 16","rapa",0.000930356193514088
"plot 16","shar",0.00598086124401914
"plot 16","tono",0.00730994152046784
"plot 16","avst",0.0870547581073897
"plot 16","brho",0.0026581605528974
"plot 16","brst",0.239234449760766
"plot 16","coar",0.228601807549176
"plot 16","dagl",0.0239234449760766
"plot 16","gemo",0.00199362041467305
"plot 16","homu",0.00664540138224349
"plot 16","libi",0.00956937799043062
"plot 16","mear",0.00332270069112174
"plot 16","shar",0.00598086124401914
"plot 16","tono",0.00730994152046784
"plot 16","visa",0.0013290802764487
"plot 16","coar",0.228601807549176
"plot 16","ni_p16_1",0.3056884635832
"plot 16","ni_p16_1",0.3056884635832
"plot 16","libi",0.00956937799043062
"plot 16","gedi",0.0013290802764487
"plot 16","to",0.0013290802764487
"plot 16","rapa",0.000930356193514088
"plot 16","avst",0.0870547581073897
"plot 16","brst",0.239234449760766
"plot 16","coar",0.228601807549176
"plot 16","cyec",0.00930356193514088
"plot 16","homu",0.00664540138224349
"plot 16","libi",0.00956937799043062
"plot 16","shar",0.00598086124401914
"plot 16","tono",0.00730994152046784
"plot 16","avst",0.0870547581073897
"plot 16","coar",0.228601807549176
"plot 16","dagl",0.0239234449760766
"plot 16","cyec",0.00930356193514088
"plot 16","fear",0.0252525252525253
"plot 16","toar",0.0026581605528974
"plot 16","cadi",0.0345560871876661
"plot 16","plla",0.0013290802764487
"plot 16","coar",0.228601807549176
"plot 16","dagl",0.0239234449760766
"plot 16","fear",0.0252525252525253
"plot 16","cadi",0.0345560871876661
"plot 16","coar",0.228601807549176
"plot 16","cadi",0.0345560871876661
"plot 16","avst",0.0870547581073897
"plot 16","coar",0.228601807549176
"plot 16","dagl",0.0239234449760766
"plot 16","fear",0.0252525252525253
"plot 16","cadi",0.0345560871876661
"plot 16","coar",0.228601807549176
"plot 16","coar",0.228601807549176
"plot 16","ni_p16_1",0.3056884635832
